id,date,home_team,away_team,rank_change_home,rank_change_away,home_goals_mean,home_goals_mean_l5,home_goals_suf_mean,home_goals_suf_mean_l5,home_rank_mean,home_rank_mean_l5,home_points_mean,home_points_mean_l5,away_goals_mean,away_goals_mean_l5,away_goals_suf_mean,away_goals_suf_mean_l5,away_rank_mean,away_rank_mean_l5,away_points_mean,away_points_mean_l5,match_type
4162,2023-11-18,Germany,Turkey,1.0,-4.0,2.3333333333333335,1.6,1.3166666666666667,2.0,37.43333333333333,12.4,76.90000000000009,-9.519999999999982,1.8305084745762712,2.0,1.2203389830508475,1.0,67.28813559322033,55.6,20.40000000000009,9.700000000000045,Competition
863,2019-09-09,Iraq,Uzbekistan,0.0,2.0,1.0588235294117647,1.0,1.0,0.8,88.0,109.8,41.0,0.0,1.0,0.6,1.0833333333333333,1.2,71.5,63.0,39.0,35.0,Competition
2222,2021-09-24,El Salvador,Guatemala,1.0,-2.0,1.0,0.4,1.0,1.2,96.51612903225806,46.8,43.430000000000064,34.190000000000055,1.9259259259259258,1.4,0.9629629629629629,1.6,123.4074074074074,98.2,75.11999999999989,9.819999999999936,Competition
3678,2023-06-17,Benin,Senegal,1.0,-1.0,1.0,0.6,0.8823529411764706,1.4,92.76470588235294,121.0,-28.529999999999973,-36.66000000000008,1.5892857142857142,2.2,0.7321428571428571,1.2,91.46428571428571,65.4,105.98000000000002,19.59999999999991,Friendly
1089,2019-11-14,Qatar,Singapore,-5.0,2.0,1.6956521739130435,2.0,0.8260869565217391,0.6,68.82608695652173,106.8,141.0,-19.0,1.5625,1.0,1.375,1.8,133.25,100.0,43.0,20.0,Competition
2126,2021-09-04,Serbia,Luxembourg,4.0,0.0,1.6875,1.8,1.1875,1.0,55.8125,45.6,48.190000000000055,15.190000000000055,1.064516129032258,0.8,1.4516129032258065,1.2,81.3225806451613,49.0,-47.41000000000008,3.589999999999918,Friendly
3494,2023-03-24,Uganda,Tanzania,0.0,0.0,0.7631578947368421,0.6,0.8947368421052632,1.6,106.71052631578948,99.4,-31.440000000000055,-14.620000000000118,0.9032258064516129,0.8,1.1290322580645162,1.2,99.16129032258064,100.8,37.91000000000008,3.150000000000091,Friendly
2706,2022-03-24,Uruguay,Peru,-1.0,0.0,1.3513513513513513,1.2,1.1081081081081081,1.8,31.83783783783784,37.6,-30.339999999999918,-48.75999999999999,1.0869565217391304,1.6,1.391304347826087,0.6,28.304347826086957,46.4,16.15000000000009,17.090000000000146,Friendly
327,2019-01-02,Oman,Thailand,-1.0,0.0,0.7,1.0,0.9,1.4,92.2,97.4,7.0,8.0,2.375,2.0,0.625,1.0,149.875,155.0,17.0,7.0,Competition
2512,2021-12-01,Saudi Arabia,Jordan,-1.0,1.0,1.4736842105263157,1.2,0.868421052631579,0.4,91.23684210526316,62.4,96.21000000000004,46.180000000000064,1.0952380952380953,2.2,0.8809523809523809,0.4,95.64285714285714,108.0,62.11999999999989,8.809999999999945,Friendly
4122,2023-11-16,Sudan,Togo,0.0,0.0,0.7441860465116279,0.6,1.4883720930232558,1.0,96.93023255813954,113.2,-18.779999999999973,-18.11999999999989,1.0714285714285714,1.4,1.0714285714285714,0.8,97.42857142857143,98.4,-6.190000000000055,-0.41000000000008185,Friendly
1928,2021-06-15,Hungary,Portugal,0.0,0.0,1.4482758620689655,2.2,1.0689655172413792,0.8,55.37931034482759,104.8,59.75,8.75,2.206896551724138,2.0,0.6551724137931034,0.6,43.13793103448276,65.4,67.11999999999989,4.119999999999891,Friendly
1920,2021-06-15,Bangladesh,Oman,0.0,0.0,0.85,0.4,1.1,2.0,152.45,131.0,13.379999999999995,-2.6200000000000045,1.1612903225806452,1.4,0.9032258064516129,0.8,103.03225806451613,118.0,13.509999999999991,-1.490000000000009,Friendly
2216,2021-09-08,Honduras,United States,-4.0,-10.0,1.44,0.8,1.36,1.6,68.4,54.0,9.789999999999964,16.579999999999927,2.0,0.8,0.8292682926829268,0.2,54.0,47.4,139.75,92.32999999999993,Friendly
1673,2021-03-28,Mali,Chad,-3.0,0.0,1.5789473684210527,1.6,0.8421052631578947,0.4,96.63157894736842,105.2,52.0,26.0,0.4,0.2,1.5,1.8,111.5,86.8,-9.0,-8.0,Friendly
63,2018-10-11,Turkey,Bosnia and Herzegovina,0.0,-5.0,2.0,2.0,2.0,2.0,31.0,31.0,0.0,0.0,1.5,1.5,0.5,0.5,25.0,25.0,0.0,0.0,Competition
2158,2021-09-05,Uruguay,Bolivia,4.0,1.0,1.3928571428571428,1.0,0.9642857142857143,0.4,29.678571428571427,34.4,7.630000000000109,-4.449999999999818,1.0,0.6,2.0,2.2,41.32142857142857,17.2,-92.05999999999995,-14.169999999999845,Friendly
1505,2020-11-16,South Sudan,Uganda,0.0,-1.0,0.5384615384615384,0.4,1.6923076923076923,0.8,110.07692307692308,102.2,-41.0,6.0,0.75,1.0,0.5625,0.2,110.0625,122.0,25.0,16.0,Friendly
111,2018-10-14,Romania,Serbia,-1.0,-1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,67.66666666666667,67.66666666666667,-1.0,-1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,65.33333333333333,65.33333333333333,4.0,4.0,Friendly
3726,2023-06-20,Moldova,Poland,-3.0,1.0,0.5961538461538461,0.8,2.0576923076923075,2.0,83.01923076923077,112.2,15.909999999999968,27.949999999999932,1.6603773584905661,1.0,1.0754716981132075,1.0,46.56603773584906,27.6,15.759999999999991,5.170000000000073,Friendly
4473,2024-03-25,Central African Republic,Papua New Guinea,-2.0,0.0,1.1111111111111112,2.2,1.5555555555555556,1.8,102.33333333333333,107.4,-74.66000000000008,-24.350000000000136,1.6842105263157894,0.8,1.4736842105263157,0.8,163.31578947368422,177.8,6.610000000000014,-12.669999999999959,Friendly
514,2019-06-01,Venezuela,Ecuador,-3.0,1.0,1.6666666666666667,1.8,0.8333333333333334,0.6,41.833333333333336,47.4,2.0,2.0,1.375,0.8,0.75,0.4,69.625,52.6,6.0,4.0,Competition
2865,2022-06-02,Cyprus,Kosovo,0.0,-2.0,0.7837837837837838,1.0,1.8108108108108107,2.0,72.0,96.0,-101.34999999999991,-24.0,1.4736842105263157,1.6,1.3157894736842106,1.2,78.89473684210526,60.6,83.04999999999995,-13.230000000000018,Friendly
1735,2021-05-24,United Arab Emirates,Jordan,-1.0,0.0,1.5862068965517242,2.2,1.103448275862069,1.4,106.65517241379311,95.8,14.0,-8.0,0.967741935483871,0.6,0.8387096774193549,0.8,92.3225806451613,95.2,51.0,-1.0,Competition
4358,2024-01-25,Jordan,Bahrain,0.0,0.0,1.3333333333333333,1.8,1.1363636363636365,2.2,89.68181818181819,57.0,80.63000000000011,-11.759999999999991,1.380281690140845,0.4,1.028169014084507,2.0,98.11267605633803,72.8,97.28999999999996,-4.170000000000073,Friendly
3389,2022-12-13,Argentina,Croatia,0.0,-3.0,1.9454545454545455,1.8,0.5818181818181818,1.0,36.70909090909091,27.2,199.8800000000001,0.0,1.6415094339622642,1.2,1.2452830188679245,0.6,40.24528301886792,18.0,2.6400000000001,0.0,Friendly
4278,2024-01-06,United Arab Emirates,Oman,0.0,0.0,1.515625,2.6,1.078125,0.4,93.796875,107.6,36.86999999999989,12.589999999999918,1.2272727272727273,1.0,0.9545454545454546,1.8,91.78787878787878,85.4,44.450000000000045,-1.0899999999999181,Competition
4021,2023-10-15,Suriname,Grenada,2.0,-1.0,1.8,0.4,1.08,1.0,125.44,122.8,27.059999999999945,-14.240000000000009,0.8333333333333334,0.8,2.5,3.4,116.83333333333333,92.2,-20.83000000000004,-4.550000000000068,Friendly
480,2019-03-26,Gibraltar,Estonia,0.0,0.0,0.7142857142857143,1.0,2.2857142857142856,2.4,104.42857142857143,96.2,5.0,14.0,0.6666666666666666,0.6,1.2222222222222223,1.0,48.77777777777778,45.6,-4.0,9.0,Competition
698,2019-06-29,Mauritania,Angola,0.0,1.0,1.3333333333333333,1.2,1.8888888888888888,2.4,92.66666666666667,74.4,10.0,-12.0,1.5714285714285714,1.2,0.5714285714285714,0.6,98.57142857142857,89.6,46.0,34.0,Friendly
2606,2022-01-18,Ghana,Comoros,0.0,0.0,1.16,0.6,0.8,1.2,86.12,69.8,4.970000000000027,4.100000000000136,1.1923076923076923,0.8,1.3461538461538463,1.0,103.38461538461539,98.6,65.65000000000009,13.200000000000045,Friendly
2327,2021-10-11,Libya,Egypt,-12.0,2.0,1.2,0.6,1.55,0.8,94.25,106.6,-49.059999999999945,18.680000000000064,1.7391304347826086,1.8,0.4782608695652174,0.2,109.3913043478261,119.0,79.61999999999989,2.619999999999891,Friendly
1384,2020-10-13,Bolivia,Argentina,0.0,0.0,0.875,1.0,2.0,3.2,52.75,42.8,-54.0,-41.0,1.8636363636363635,2.4,0.7272727272727273,1.0,37.40909090909091,30.6,49.0,9.0,Friendly
1113,2019-11-15,Finland,Liechtenstein,1.0,-1.0,1.1875,1.6,0.8125,1.2,65.0,78.8,34.0,23.0,0.6428571428571429,0.4,2.642857142857143,2.8,83.28571428571429,53.4,-16.0,-4.0,Friendly
77,2018-10-12,Qatar,Ecuador,-4.0,-2.0,2.0,2.0,0.0,0.0,87.0,87.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,Competition
3130,2022-09-22,Kazakhstan,Belarus,0.0,0.0,1.025,1.2,1.525,0.6,85.975,98.6,-32.23000000000002,-5.940000000000055,1.0769230769230769,0.4,1.564102564102564,0.8,83.25641025641026,103.4,-62.799999999999955,9.769999999999982,Friendly
878,2019-09-10,Brazil,Peru,-1.0,-2.0,2.3125,2.4,0.25,0.6,38.5625,19.4,69.0,45.0,1.0,0.8,1.4705882352941178,1.8,30.058823529411764,19.2,17.0,36.0,Competition
252,2018-11-18,Togo,Algeria,0.0,-2.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,0.0,1.0,1.0,0.5,0.5,88.0,88.0,0.0,0.0,Friendly
2415,2021-11-12,Northern Ireland,Lithuania,11.0,-2.0,0.9393939393939394,1.2,1.3333333333333333,1.0,51.36363636363637,68.6,-56.940000000000055,12.769999999999982,0.6857142857142857,0.8,2.2857142857142856,3.0,60.4,43.2,-47.799999999999955,-14.3599999999999,Friendly
1475,2020-11-14,Saudi Arabia,Jamaica,1.0,0.0,1.12,1.4,1.12,1.0,93.08,98.4,15.0,12.0,2.2222222222222223,3.0,0.8333333333333334,0.2,116.94444444444444,173.8,41.0,16.0,Competition
3981,2023-10-13,Montserrat,Nicaragua,0.0,-3.0,1.2105263157894737,1.2,1.736842105263158,2.2,133.73684210526315,148.6,66.01999999999998,-12.690000000000055,1.5121951219512195,2.0,1.3658536585365855,2.0,128.4878048780488,88.0,-44.8900000000001,-3.060000000000173,Friendly
499,2019-03-26,Armenia,Finland,0.0,1.0,2.142857142857143,2.6,1.4285714285714286,1.4,131.85714285714286,134.6,-5.0,-3.0,0.7777777777777778,0.4,0.7777777777777778,1.4,56.666666666666664,45.0,11.0,-17.0,Friendly
4622,2024-06-08,United States,Colombia,-2.0,-2.0,1.9166666666666667,1.8,0.7738095238095238,0.8,53.23809523809524,64.8,153.70000000000005,-14.190000000000055,1.3548387096774193,2.0,0.8225806451612904,1.0,31.532258064516128,24.6,92.28999999999996,28.690000000000055,Competition
4427,2024-03-22,Algeria,Bolivia,13.0,1.0,2.106060606060606,2.0,0.6212121212121212,0.8,83.51515151515152,107.2,177.26,0.0,1.0,0.6,1.9444444444444444,1.8,37.24074074074074,26.4,-106.91000000000008,-24.0,Friendly
1172,2019-11-18,Nicaragua,Suriname,-11.0,8.0,1.2142857142857142,1.4,1.8571428571428572,1.6,133.85714285714286,173.8,-44.0,2.0,3.0,3.6,0.5,0.6,155.5,151.2,16.0,17.0,Friendly
864,2019-09-09,Wales,Belarus,1.0,2.0,1.0909090909090908,1.0,1.2727272727272727,0.8,39.45454545454545,57.4,-22.0,-11.0,1.1818181818181819,0.6,0.9090909090909091,2.0,102.0,39.2,-20.0,-31.0,Competition
279,2018-11-20,Brazil,Cameroon,0.0,1.0,2.2,2.2,0.0,0.0,36.4,36.4,12.0,12.0,0.5,0.5,0.75,0.75,111.5,111.5,-8.0,-8.0,Competition
3843,2023-09-08,Jamaica,Honduras,-5.0,-2.0,1.3703703703703705,1.4,1.2962962962962963,1.4,76.01851851851852,66.2,-32.17000000000007,-14.039999999999964,1.04,0.6,1.56,1.4,58.58,64.4,-58.76999999999998,8.849999999999909,Friendly
336,2019-01-09,Qatar,Lebanon,0.0,0.0,1.5555555555555556,1.2,1.1111111111111112,1.0,64.11111111111111,49.8,22.0,10.0,0.16666666666666666,0.0,0.8333333333333334,1.0,100.33333333333333,98.4,-8.0,-8.0,Friendly
4720,2024-06-20,Denmark,England,0.0,1.0,2.0,1.6,0.8059701492537313,0.6,57.059701492537314,57.0,22.720000000000027,1.4100000000000819,2.343283582089552,1.2,0.6716417910447762,0.8,42.791044776119406,37.6,179.9000000000001,-5.149999999999864,Friendly
1950,2021-06-20,Venezuela,Ecuador,0.0,0.0,1.24,0.6,1.04,1.4,33.4,25.0,24.710000000000036,7.710000000000036,1.5384615384615385,1.8,1.3846153846153846,1.4,42.23076923076923,26.8,37.00999999999999,33.00999999999999,Friendly
4184,2023-11-19,Liechtenstein,Luxembourg,1.0,2.0,0.37254901960784315,0.2,2.6666666666666665,2.6,93.05882352941177,49.0,-106.38999999999999,-11.210000000000036,1.087719298245614,1.6,1.631578947368421,2.6,76.7719298245614,50.8,-19.329999999999927,3.9500000000000455,Friendly
4718,2024-06-20,Spain,Italy,0.0,1.0,2.3970588235294117,3.2,0.7352941176470589,1.0,43.23529411764706,53.2,147.5,-5.1400000000001,1.9852941176470589,1.4,0.7205882352941176,0.4,49.8235294117647,52.6,192.5999999999999,5.779999999999973,Friendly
1663,2021-03-28,Denmark,Moldova,0.0,0.0,2.04,1.8,0.76,1.0,53.68,30.0,34.0,21.0,0.37037037037037035,0.2,1.8888888888888888,1.6,75.96296296296296,75.2,-7.0,-9.0,Friendly
1893,2021-06-11,United Arab Emirates,Indonesia,0.0,0.0,1.8125,3.6,1.0625,0.4,107.71875,105.4,18.160000000000082,4.160000000000082,1.4210526315789473,1.0,2.0526315789473686,2.8,129.0,117.0,-27.92999999999995,-10.92999999999995,Friendly
2087,2021-09-02,Morocco,Sudan,-2.0,-2.0,1.4166666666666667,1.0,0.5833333333333334,0.0,90.79166666666667,91.6,61.319999999999936,18.319999999999936,1.0,1.4,1.2777777777777777,0.6,98.22222222222223,102.2,19.86999999999989,23.86999999999989,Friendly
4210,2023-11-21,Uruguay,Bolivia,-2.0,2.0,1.5,2.0,0.9285714285714286,1.0,34.214285714285715,18.4,16.720000000000027,10.589999999999918,1.0188679245283019,0.8,1.9245283018867925,2.2,37.660377358490564,24.0,-106.91000000000008,-24.0,Friendly
1250,2020-09-03,Latvia,Andorra,0.0,0.0,0.3125,0.4,2.125,1.8,76.3125,53.8,-59.0,-23.0,0.29411764705882354,0.6,1.7058823529411764,1.8,81.11764705882354,62.6,-40.0,-2.0,Friendly
1441,2020-11-12,Moldova,Russia,0.0,2.0,0.391304347826087,0.2,2.0434782608695654,2.8,75.6086956521739,61.6,2.0,0.0,2.25,1.6,1.0,1.2,61.85,36.6,75.0,15.0,Competition
2669,2022-02-02,El Salvador,Canada,1.0,0.0,0.9047619047619048,0.8,1.0476190476190477,1.0,85.69047619047619,45.2,17.470000000000027,-15.230000000000018,2.838709677419355,2.2,0.7419354838709677,0.4,86.54838709677419,41.8,155.31999999999994,46.08999999999992,Friendly
4639,2024-06-09,Montserrat,Panama,-1.0,1.0,1.25,1.4,1.9166666666666667,2.6,136.45833333333334,146.8,74.08000000000004,6.2000000000000455,1.4225352112676057,1.6,1.4366197183098592,1.0,61.070422535211264,63.6,132.6199999999999,14.529999999999973,Friendly
4167,2023-11-18,Belarus,Andorra,-5.0,6.0,1.0196078431372548,1.0,1.5686274509803921,1.0,80.72549019607843,79.6,-107.77999999999997,-11.950000000000045,0.4716981132075472,0.2,1.9056603773584906,2.4,96.16981132075472,69.4,-95.42000000000007,-5.940000000000055,Friendly
1730,2021-03-31,Armenia,Romania,0.0,0.0,1.6666666666666667,1.4,1.625,0.4,96.70833333333333,97.2,6.0,18.0,1.6153846153846154,2.4,1.3461538461538463,1.4,59.42307692307692,50.4,-24.0,11.0,Friendly
3952,2023-10-12,Grenada,Jamaica,-1.0,-2.0,0.8260869565217391,1.0,2.4347826086956523,3.0,119.47826086956522,114.2,-19.230000000000018,-2.9500000000000455,1.375,1.6,1.2857142857142858,1.2,76.26785714285714,80.0,9.730000000000018,27.860000000000127,Friendly
4360,2024-01-25,Saudi Arabia,Thailand,0.0,0.0,1.1917808219178083,1.4,0.9178082191780822,0.2,78.3972602739726,102.4,85.05999999999995,12.210000000000036,1.639344262295082,1.0,1.098360655737705,1.8,122.55737704918033,88.0,32.75,-4.460000000000036,Friendly
180,2018-11-14,Switzerland,Qatar,0.0,2.0,2.25,2.25,1.0,1.0,18.75,18.75,1.0,1.0,2.0,2.0,1.25,1.25,82.0,82.0,11.0,11.0,Competition
4542,2024-06-04,Italy,Turkey,0.0,5.0,2.0307692307692307,2.0,0.7384615384615385,1.2,49.353846153846156,35.0,186.81999999999994,-8.549999999999955,1.7936507936507937,1.8,1.3015873015873016,2.0,64.53968253968254,46.4,50.27999999999997,29.87999999999988,Competition
3823,2023-09-07,Norway,Jordan,0.0,0.0,1.6734693877551021,1.2,0.9795918367346939,1.6,61.91836734693877,58.2,57.76999999999998,-9.269999999999982,1.3275862068965518,2.0,0.9482758620689655,1.4,92.41379310344827,60.8,101.25999999999999,13.519999999999982,Competition
1775,2021-06-03,Switzerland,Liechtenstein,0.0,0.0,1.9285714285714286,2.4,1.1428571428571428,0.8,43.285714285714285,59.0,9.210000000000036,17.210000000000036,0.6,0.4,2.36,2.8,102.6,117.0,-20.0,-6.0,Competition
3830,2023-09-07,Tunisia,Botswana,0.0,0.0,1.4426229508196722,1.2,0.639344262295082,0.4,78.85245901639344,74.4,37.75999999999999,28.220000000000027,0.6666666666666666,1.0,1.0,1.0,102.51282051282051,107.8,-36.63000000000011,-2.060000000000173,Friendly
3346,2022-11-25,England,United States,0.0,2.0,2.4583333333333335,1.8,0.7083333333333334,2.0,42.166666666666664,16.8,113.47000000000003,-33.24000000000001,1.8524590163934427,1.4,0.7704918032786885,0.8,53.39344262295082,68.0,119.48000000000002,-6.240000000000009,Friendly
183,2018-11-15,Austria,Bosnia and Herzegovina,0.0,-2.0,0.75,0.75,0.75,0.75,22.5,22.5,-3.0,-3.0,1.25,1.25,0.25,0.25,29.0,29.0,16.0,16.0,Friendly
4569,2024-06-06,Benin,Rwanda,-1.0,-2.0,0.975609756097561,0.6,0.975609756097561,1.2,91.58536585365853,93.2,-50.90000000000009,-20.340000000000146,1.03125,0.8,0.84375,0.8,97.375,83.4,-5.970000000000027,-6.630000000000109,Friendly
208,2018-11-16,Japan,Venezuela,-4.0,-3.0,3.3333333333333335,3.3333333333333335,1.0,1.0,35.666666666666664,35.666666666666664,6.0,6.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,53.333333333333336,53.333333333333336,0.0,0.0,Friendly
4136,2023-11-16,Slovakia,Iceland,2.0,0.0,1.3773584905660377,1.4,1.0377358490566038,0.8,65.86792452830188,100.2,-50.16000000000008,9.069999999999936,1.1384615384615384,1.4,1.6307692307692307,1.0,65.2,88.8,-119.06999999999994,-17.09999999999991,Friendly
771,2019-08-11,Palestine,Syria,2.0,2.0,0.6666666666666666,0.4,1.0,1.0,101.5,91.2,-6.0,-12.0,0.6470588235294118,0.6,1.3529411764705883,1.2,94.58823529411765,105.4,-51.0,-1.0,Friendly
1675,2021-03-28,Tunisia,Equatorial Guinea,0.0,0.0,1.5384615384615385,2.2,0.6923076923076923,0.8,89.1923076923077,107.2,5.0,-3.0,1.1333333333333333,1.2,1.0,1.0,111.86666666666666,100.2,25.0,14.0,Friendly
1273,2020-09-06,Republic of Ireland,Finland,0.0,0.0,0.9411764705882353,1.0,0.8235294117647058,1.0,56.88235294117647,59.2,2.0,-10.0,1.2105263157894737,1.6,0.8421052631578947,1.4,68.52631578947368,80.8,22.0,-12.0,Friendly
3829,2023-09-07,Niger,Uganda,0.0,0.0,0.9722222222222222,0.8,1.8888888888888888,2.0,95.41666666666667,82.2,-73.43000000000006,-10.230000000000018,0.7560975609756098,0.4,0.9024390243902439,0.8,106.07317073170732,109.2,-38.700000000000045,-7.259999999999991,Friendly
4508,2024-03-26,Denmark,Faroe Islands,2.0,0.0,2.0,1.4,0.8095238095238095,1.0,56.46031746031746,91.0,21.309999999999945,-5.529999999999973,0.8518518518518519,0.8,1.8333333333333333,1.0,97.96296296296296,99.6,-165.9000000000001,-24.200000000000045,Competition
1853,2021-06-08,Kosovo,Guinea,0.0,0.0,1.6071428571428572,2.2,1.2857142857142858,1.6,87.82142857142857,108.0,71.73000000000002,-3.269999999999982,0.95,0.6,1.1,1.0,101.55,102.8,-12.210000000000036,-1.2100000000000364,Competition
3601,2023-03-31,Nepal,Laos,0.0,0.0,0.7777777777777778,1.4,1.8888888888888888,1.8,146.58333333333334,183.4,-47.059999999999945,-21.91999999999996,0.6818181818181818,0.8,2.6363636363636362,2.4,157.9090909090909,164.8,-42.49000000000001,0.0,Friendly
2293,2021-10-09,Guam,Cambodia,0.0,-1.0,0.6666666666666666,0.2,3.0,4.0,134.08333333333334,104.0,-39.16999999999996,-17.16999999999996,0.7894736842105263,0.4,3.3157894736842106,5.0,136.31578947368422,105.6,-20.210000000000036,-10.210000000000036,Friendly
2348,2021-10-12,Niger,Algeria,2.0,0.0,0.8636363636363636,1.4,1.9545454545454546,2.8,95.63636363636364,103.2,-59.82999999999993,-0.12999999999988177,2.566666666666667,4.4,0.6,0.6,84.26666666666667,108.0,155.6199999999999,11.929999999999836,Friendly
2008,2021-07-09,Peru,Colombia,0.0,0.0,1.0,1.6,1.606060606060606,1.4,24.545454545454547,27.2,-23.11999999999989,0.0,1.3333333333333333,0.6,0.9666666666666667,1.0,27.266666666666666,15.4,37.66000000000008,0.0,Friendly
146,2018-10-16,South Korea,Panama,-2.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,16.333333333333332,16.333333333333332,8.0,8.0,0.0,0.0,2.5,2.5,42.5,42.5,-4.0,-4.0,Competition
3680,2023-06-18,United States,Canada,0.0,-6.0,1.8285714285714285,2.4,0.7714285714285715,0.4,51.614285714285714,58.8,145.76999999999998,1.0299999999999727,2.422222222222222,1.6,0.8888888888888888,1.6,74.37777777777778,35.0,135.66000000000008,-32.33999999999992,Friendly
4159,2023-11-18,Senegal,South Sudan,0.0,0.0,1.5737704918032787,1.4,0.7540983606557377,1.0,89.01639344262296,61.6,99.00999999999999,-16.200000000000045,0.6666666666666666,0.6,1.5925925925925926,1.8,104.03703703703704,77.8,-40.64999999999998,-0.6399999999999864,Friendly
3978,2023-10-12,Andorra,Kosovo,-1.0,2.0,0.49019607843137253,0.6,1.8431372549019607,1.6,96.84313725490196,61.6,-97.70000000000005,-8.830000000000155,1.4423076923076923,0.8,1.3269230769230769,1.4,78.5,71.6,99.69000000000005,-7.339999999999918,Friendly
2269,2021-10-08,Cameroon,Mozambique,4.0,3.0,1.0,1.0,0.45454545454545453,0.0,87.0,84.2,-5.349999999999909,-2.349999999999909,1.0,0.8,1.08,1.0,115.76,114.6,-9.61999999999989,4.830000000000155,Friendly
4453,2024-03-23,Tunisia,Croatia,13.0,0.0,1.391304347826087,0.4,0.6666666666666666,0.4,79.3768115942029,92.0,25.230000000000018,7.089999999999918,1.6307692307692307,1.0,1.1692307692307693,0.6,42.646153846153844,78.4,68.88000000000011,-30.669999999999845,Friendly
2929,2022-06-06,Croatia,France,1.0,0.0,1.7142857142857142,2.2,1.4285714285714286,1.2,46.0,75.0,-21.8900000000001,12.269999999999982,2.2093023255813953,3.6,0.7906976744186046,0.6,45.81395348837209,54.4,63.84999999999991,35.539999999999964,Friendly
353,2019-01-15,Estonia,Iceland,0.0,0.0,0.8571428571428571,1.2,1.2857142857142858,1.4,52.285714285714285,52.4,-8.0,2.0,1.0,1.4,2.7142857142857144,2.0,18.571428571428573,24.0,-19.0,-9.0,Competition
2261,2021-10-08,Malta,Slovenia,-6.0,-2.0,0.875,0.8,1.96875,1.6,83.84375,74.8,24.0,-3.8899999999999864,1.375,1.8,0.875,1.0,84.8125,98.0,-20.75,1.3699999999998909,Friendly
4469,2024-03-25,Bolivia,Andorra,1.0,0.0,1.018181818181818,1.0,1.9636363636363636,1.8,37.345454545454544,34.8,-93.45000000000005,-3.3099999999999454,0.4642857142857143,0.2,1.875,2.2,95.10714285714286,77.4,-122.0,-26.579999999999927,Friendly
4086,2023-10-17,Lithuania,Hungary,-1.0,-4.0,0.6481481481481481,1.2,2.037037037037037,1.6,67.20370370370371,56.6,-57.789999999999964,3.6800000000000637,1.4,1.8,1.0363636363636364,0.4,52.236363636363635,67.8,108.73000000000002,24.40000000000009,Friendly
593,2019-06-10,Serbia,Lithuania,-2.0,0.0,1.4444444444444444,1.6,1.2222222222222223,1.8,48.888888888888886,43.4,25.0,13.0,0.5555555555555556,0.6,2.111111111111111,2.0,54.111111111111114,68.4,-28.0,-15.0,Friendly
3812,2023-09-06,Syria,Malaysia,0.0,-1.0,1.0555555555555556,0.8,1.3703703703703705,1.2,89.11111111111111,88.2,-81.25,-4.710000000000036,2.1132075471698113,3.4,1.1320754716981132,0.8,136.35849056603774,137.0,111.13000000000011,15.5300000000002,Competition
317,2018-12-27,India,Oman,0.0,-1.0,1.5,1.4,0.8333333333333334,1.0,148.16666666666666,137.8,3.0,3.0,0.875,1.2,0.5,0.6,98.0,96.2,3.0,4.0,Competition
3820,2023-09-07,Bangladesh,Afghanistan,-3.0,0.0,0.8043478260869565,1.2,1.1956521739130435,1.0,154.1086956521739,147.2,-11.559999999999945,8.56000000000006,0.85,1.0,1.85,2.4,125.2,127.4,-47.67999999999995,-29.449999999999932,Competition
873,2019-09-09,Russia,Kazakhstan,3.0,-2.0,2.1,3.4,1.0,0.8,58.8,93.2,26.0,12.0,1.4166666666666667,1.6,1.25,1.6,106.16666666666667,79.0,7.0,15.0,Friendly
2761,2022-03-27,Belize,Cuba,0.0,0.0,1.3636363636363635,1.2,1.6363636363636365,2.0,165.0909090909091,144.0,-31.58000000000004,-6.580000000000041,1.4090909090909092,1.6,1.8636363636363635,1.0,124.22727272727273,152.0,8.960000000000036,25.930000000000064,Competition
198,2018-11-16,Slovakia,Ukraine,2.0,-2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,19.666666666666668,19.666666666666668,-2.0,-2.0,1.0,1.0,0.5,0.5,23.0,23.0,15.0,15.0,Friendly
1442,2020-11-12,United Arab Emirates,Tajikistan,3.0,0.0,1.44,1.2,1.08,1.8,107.96,89.6,22.0,-19.0,1.0,0.8,1.75,1.8,109.16666666666667,124.4,-13.0,-4.0,Competition
2743,2022-03-26,England,Switzerland,1.0,1.0,2.65,4.4,0.525,0.4,46.85,99.2,135.16000000000008,-2.6699999999998454,2.0,2.2,1.048780487804878,0.2,44.41463414634146,61.8,36.799999999999955,12.430000000000064,Competition
2902,2022-06-04,Turkey,Faroe Islands,4.0,0.0,1.6590909090909092,2.6,1.2727272727272727,1.6,61.5,84.0,17.720000000000027,17.279999999999973,0.8421052631578947,0.8,2.0,1.4,99.97368421052632,105.8,-131.01,-23.40000000000009,Friendly
3653,2023-06-16,Andorra,Switzerland,0.0,0.0,0.48936170212765956,0.4,1.851063829787234,1.2,100.80851063829788,105.2,-88.86999999999989,2.4300000000000637,1.8518518518518519,2.4,1.1666666666666667,1.8,42.074074074074076,40.8,58.01999999999998,19.09999999999991,Friendly
